{app_id},{app_name},{app_name_dashboard},{app_version},{app_version_raw},{app_version_short},{store},{tracker},{tracker_name},{first_tracker},{last_tracker},{last_tracker_name},{outdated_tracker},{network_name},{campaign_name},{adgroup_name},{creative_name},{impression_based},{is_organic},{rejection_reason},{click_referer},{activity_kind},{click_time},{click_time_hour},{impression_time},{impression_time_hour},{conversion_duration},{engagement_time},{engagement_time_hour},{installed_at},{installed_at_hour},{install_finish_time},{install_begin_time},{referral_time},{created_at},{created_at_milli},{created_at_hour},{reattributed_at},{reattributed_at_hour},{attribution_updated_at},{connection_type},{click_attribution_window},{impression_attribution_window},{reattribution_attribution_window},{inactive_user_definition},{adid},{idfa},{android_id},{android_id_md5},{mac_sha1},{mac_md5},{idfa||android_id},{idfa||gps_adid},{idfa||gps_adid||fire_adid},{idfa_md5},{idfa_md5_hex},{idfa_upper},{idfv},{gps_adid},{gps_adid_md5},{win_udid},{win_hwid},{win_naid},{win_adid},{fire_adid},{match_type},{reftag},{referrer},{user_agent},{ip_address},{isp},{region},{country},{country_subdivision},{city},{postal_code},{language},{device_name},{device_type},{os_name},{api_level},{sdk_version},{os_version},{random},{nonce},{random_user_id},{environment},{tracking_enabled},{tracking_limited},{timezone},{event},{event_name},{last_time_spent},{time_spent},{session_count},{lifetime_session_count},{deeplink},{partner_parameters},{revenue_float},{revenue},{currency},{revenue_usd},{revenue_usd_cents},{reporting_revenue},{reporting_currency},{cost_type},{cost_amount},{cost_currency},{reporting_cost},{cost_id_md5},{push_token},{publisher_parameters},{label},{gclid},{adwords_campaign_type},{adwords_campaign_name},{adwords_campaign_id},{adwords_adgroup_id},{adwords_creative_id},{adwords_network_type},{adwords_network_subtype},{adwords_keyword},{adwords_matchtype},{adwords_placement},{adwords_video_id},{search_term},{fb_campaign_group_name},{fb_campaign_group_id},{fb_campaign_name},{fb_campaign_id},{fb_adgroup_name},{fb_adgroup_id},{fb_ad_objective_name},{fb_account_id},{fb_platform_position},{tweet_id},{twitter_line_item_id},{iad_conversion_type},{iad_keyword_matchtype},{publisher_parameters},{att_status},{sk_ts},{sk_payload},{sk_version},{sk_network_id},{sk_campaign_id},{sk_transaction_id},{sk_app_id},{sk_attribution_signature},{sk_invalid_signature},{network_name},{campaign_name},{adgroup_name},{creative_name},{tracker},{ip_address},{user_agent},{partner}
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356800,1679356800,,1679356800,1679356800,,,,,,1679356800,1.67936E+12,1679356800,,,,Cable/DSL,,24,,,,66533DF6-7169-4830-A75C-E1EDDAC75565,,,,,66533DF6-7169-4830-A75C-E1EDDAC75565,66533DF6-7169-4830-A75C-E1EDDAC75565,66533DF6-7169-4830-A75C-E1EDDAC75565,gYp8Xi9gpcr8TFDQdLmhQA,818a7c5e2f60a5cafc4c50d074b9a140,66533DF6-7169-4830-A75C-E1EDDAC75565,,66533df6-7169-4830-a75c-e1eddac75565,76baf9f6f59cb1296e16f533c3669203,,,,,,,vFQ1ET4lfacxG,,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4A Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.116 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202614020.202614020.0)",5.195.72.201,Etisalat,,ae,Dubai,Dubai,,,Redmi4A,phone,android,,,6.0.1,918475277,v3oeenmkk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,5.195.72.201,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4A Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.116 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202614020.202614020.0)",
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356800,1679356800,,1679356800,1679356800,,,,,,1679356800,1.67936E+12,1679356800,,,,Cable/DSL,,24,,,,B6EB7B60-8A21-43D1-B019-E5A3BAE298D8,,,,,B6EB7B60-8A21-43D1-B019-E5A3BAE298D8,B6EB7B60-8A21-43D1-B019-E5A3BAE298D8,B6EB7B60-8A21-43D1-B019-E5A3BAE298D8,ii1d5rrr0wI45mAUqQxZdw,8a2d5de6baebd30238e66014a90c5977,B6EB7B60-8A21-43D1-B019-E5A3BAE298D8,,b6eb7b60-8a21-43d1-b019-e5a3bae298d8,5036c6a1af5ae9f81b1a2d7d03abedca,,,,,,,vWlJUopjhcF9o,,"Mozilla/5.0 (Linux; Android 5.1.1; SM-N750S Build/LMY47X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 Mobile Safari/537.36 (Mobile; afma-sdk-a-v10298236.10084000.2)",37.245.136.84,Etisalat,,ae,Dubai,Dubai,,,GalaxyNote3Neo,phone,android,,,5.1.1,633829440,5x26i0588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,37.245.136.84,"Mozilla/5.0 (Linux; Android 5.1.1; SM-N750S Build/LMY47X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 Mobile Safari/537.36 (Mobile; afma-sdk-a-v10298236.10084000.2)",
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356800,1679356800,,1679356800,1679356800,,,,,,1679356800,1.67936E+12,1679356800,,,,Cable/DSL,,24,,,,BEED405E-9D6B-4425-A1A4-B218FEBD9732,,,,,BEED405E-9D6B-4425-A1A4-B218FEBD9732,BEED405E-9D6B-4425-A1A4-B218FEBD9732,BEED405E-9D6B-4425-A1A4-B218FEBD9732,3YMK0UzElZYkQbOtFFc-mQ,dd830ad14cc495962441b3ad14573e99,BEED405E-9D6B-4425-A1A4-B218FEBD9732,,beed405e-9d6b-4425-a1a4-b218febd9732,28d981c19c1da0aa494f92a605b831f9,,,,,,,v3HHjJMD5inZF,,"Mozilla/5.0 (Linux; Android 8.0.0; SH-01K Build/S7240; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202006999.15000000.1)",91.74.166.78,DU Telecom,,ae,Dubai,Dubai,,,AquosSense,phone,android,,,8.0.0,824172603,4bysl8243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,91.74.166.78,"Mozilla/5.0 (Linux; Android 8.0.0; SH-01K Build/S7240; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.105 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202006999.15000000.1)",
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356800,1679356800,,1679356800,1679356800,,,,,,1679356800,1.67936E+12,1679356800,,,,Cable/DSL,,24,,,,12B191B1-9C07-4B77-8AC9-6BCF529298FF,,,,,12B191B1-9C07-4B77-8AC9-6BCF529298FF,12B191B1-9C07-4B77-8AC9-6BCF529298FF,12B191B1-9C07-4B77-8AC9-6BCF529298FF,OZ-nYyIVLHC0qofr8THcMw,399fa76322152c70b4aa87ebf131dc33,12B191B1-9C07-4B77-8AC9-6BCF529298FF,,12b191b1-9c07-4b77-8ac9-6bcf529298ff,791dca5348fcd5ee036a9b4e8234960f,,,,,,,vcFhhAPYcjIPP,,"Mozilla/5.0 (Linux; Android 8.0.0; G3226 Build/48.1.A.2.101; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.116 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202665021.202665021.0)",2.50.109.90,Etisalat,,ae,Imarat Ra's al Khaymah,Ras al-Khaimah,,,XperiaXA1Ultra,phone,android,,,8.0.0,717930515,c00gvvyc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,2.50.109.90,"Mozilla/5.0 (Linux; Android 8.0.0; G3226 Build/48.1.A.2.101; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.116 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202665021.202665021.0)",
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356800,1679356800,,1679356800,1679356800,,,,,,1679356800,1.67936E+12,1679356800,,,,Cable/DSL,,24,,,,D02CBAB7-B563-4E1B-B247-C47816DBF204,,,,,D02CBAB7-B563-4E1B-B247-C47816DBF204,D02CBAB7-B563-4E1B-B247-C47816DBF204,D02CBAB7-B563-4E1B-B247-C47816DBF204,qhxxQr1SSIg67-IF57vj7A,aa1c7142bd5248883aefe205e7bbe3ec,D02CBAB7-B563-4E1B-B247-C47816DBF204,,d02cbab7-b563-4e1b-b247-c47816dbf204,44bd02b6df44f2f9c142eb9ccaa0de91,,,,,,,v7Vt9KpgzTsiD,,"Mozilla/5.0 (Linux; Android 11; SM-A107F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4951.61 Mobile Safari/537.36",31.215.80.31,Etisalat,,ae,Abu Dhabi,Abu Dhabi,,,GalaxyA10s,phone,android,,,11,284145862,67mkvz0li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,31.215.80.31,"Mozilla/5.0 (Linux; Android 11; SM-A107F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4951.61 Mobile Safari/537.36",
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356800,1679356800,,1679356800,1679356800,,,,,,1679356800,1.67936E+12,1679356800,,,,Cable/DSL,,24,,,,0D437DD1-9CBA-4AC5-A3AD-69F66CBF44EB,,,,,0D437DD1-9CBA-4AC5-A3AD-69F66CBF44EB,0D437DD1-9CBA-4AC5-A3AD-69F66CBF44EB,0D437DD1-9CBA-4AC5-A3AD-69F66CBF44EB,bKDjPWUXQdPpygxLFED_GQ,6ca0e33d651741d3e9ca0c4b1440ff19,0D437DD1-9CBA-4AC5-A3AD-69F66CBF44EB,,0d437dd1-9cba-4ac5-a3ad-69f66cbf44eb,f01e76967642eafab514e9d4b20fd7a0,,,,,,,vV17wWE4e7D1m,,Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 9 Pro Max MIUI/V12.0.1.0.QJXINXM),92.97.162.200,Etisalat,,ae,Dubai,Dubai,,,,phone,android,,,10,829502825,ev4u50y0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,92.97.162.200,Dalvik/2.1.0 (Linux; U; Android 10; Redmi Note 9 Pro Max MIUI/V12.0.1.0.QJXINXM),
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356800,1679356800,,1679356800,1679356800,,,,,,1679356800,1.67936E+12,1679356800,,,,Cable/DSL,,24,,,,A3BD5D19-7DF1-4110-ABE2-CB698163537E,,,,,A3BD5D19-7DF1-4110-ABE2-CB698163537E,A3BD5D19-7DF1-4110-ABE2-CB698163537E,A3BD5D19-7DF1-4110-ABE2-CB698163537E,75MS6TvgQN_K6YhLbZBMvA,ef9312e93be040dfcae9884b6d904cbc,A3BD5D19-7DF1-4110-ABE2-CB698163537E,,a3bd5d19-7df1-4110-abe2-cb698163537e,ae5f5c76227027cdaaf89c4f247e5e9d,,,,,,,vofWpQmvYqdxC,,"Mozilla/5.0 (Linux; Android 9; 902SO Build/56.0.D.0.362; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36",91.74.83.38,DU Telecom,,ae,Dubai,Dubai,,,Xperia8,phone,android,,,9,315222623,c8qqdjxkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,91.74.83.38,"Mozilla/5.0 (Linux; Android 9; 902SO Build/56.0.D.0.362; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/83.0.4103.106 Mobile Safari/537.36",
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356800,1679356800,,1679356800,1679356800,,,,,,1679356800,1.67936E+12,1679356800,,,,Cable/DSL,,24,,,,24FB0219-1C3D-44F0-A22A-7A99023AE1C8,,,,,24FB0219-1C3D-44F0-A22A-7A99023AE1C8,24FB0219-1C3D-44F0-A22A-7A99023AE1C8,24FB0219-1C3D-44F0-A22A-7A99023AE1C8,PQvjhcSavy1ppVe1pM9K7Q,3d0be385c49abf2d69a557b5a4cf4aed,24FB0219-1C3D-44F0-A22A-7A99023AE1C8,,24fb0219-1c3d-44f0-a22a-7a99023ae1c8,4b2a89ceeefacd59c9ffcd859edd9b0e,,,,,,,v1scdxSljpuyR,,"Mozilla/5.0 (Linux; Android 7.0; 502SO Build/39.2.D.0.211; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.125 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202614021.202614021.0)",217.164.98.65,Etisalat,,ae,Abu Dhabi,Abu Dhabi,,,XperiaXPerformance,phone,android,,,7,223576332,32ic7wpix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,217.164.98.65,"Mozilla/5.0 (Linux; Android 7.0; 502SO Build/39.2.D.0.211; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4147.125 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202614021.202614021.0)",
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356799,1679353200,,1679356799,1679353200,,,,,,1679356799,1.67936E+12,1679353200,,,,Cable/DSL,,24,,,,015C42F3-722D-4627-A306-57A3CE1A7A3E,,,,,015C42F3-722D-4627-A306-57A3CE1A7A3E,015C42F3-722D-4627-A306-57A3CE1A7A3E,015C42F3-722D-4627-A306-57A3CE1A7A3E,Lf657fOKc-Bjj0Na8uhTBg,2dfeb9edf38a73e0638f435af2e85306,015C42F3-722D-4627-A306-57A3CE1A7A3E,,015c42f3-722d-4627-a306-57a3ce1a7a3e,2307f805efb4af33c8e4236145c3b007,,,,,,,vz7qjt2PjFYSK,,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A310N0 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202614017.202614017.0)",94.201.59.160,DU Telecom,,ae,Dubai,Dubai,,,GalaxyA3(2016),phone,android,,,6.0.1,764900558,tl8m5klde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,94.201.59.160,"Mozilla/5.0 (Linux; Android 6.0.1; SM-A310N0 Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36 (Mobile; afma-sdk-a-v202614017.202614017.0)",
com.virginmobile.uae,,Virgin Mobile UAE,,,,google,iba4cwx,Total Media Ventures (TMV)::unknown::sense_FAM_FYT,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,,,,,impression,,,1679356799,1679353200,,1679356799,1679353200,,,,,,1679356799,1.67936E+12,1679353200,,,,Cable/DSL,,24,,,,7FF23B7D-23CE-4776-86F5-F53E63357BC6,,,,,7FF23B7D-23CE-4776-86F5-F53E63357BC6,7FF23B7D-23CE-4776-86F5-F53E63357BC6,7FF23B7D-23CE-4776-86F5-F53E63357BC6,LDcOFY1_Z2Xn-i5msdTm9w,2c370e158d7f6765e7fa2e66b1d4e6f7,7FF23B7D-23CE-4776-86F5-F53E63357BC6,,7ff23b7d-23ce-4776-86f5-f53e63357bc6,ffe73c227f2ec2bee7566db68a2cb2a7,,,,,,,vwX9gC1VrzgKE,,"Mozilla/5.0 (Linux; Android 16.0; A269i Build/HONEYCOMB_MR2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.100 Mobile Safari/537.36",109.177.88.233,Etisalat,,ae,Ajman,Ajman,,,,phone,android,,,4.1,76515378,pztcco8qh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total Media Ventures (TMV),unknown,sense_FAM_FYT,,iba4cwx,109.177.88.233,"Mozilla/5.0 (Linux; Android 16.0; A269i Build/HONEYCOMB_MR2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.100 Mobile Safari/537.36",
